"age","job","marital","education","loan","contact","month","day_of_week","campaign","subscribed_deposit"
47,"admin.","married","university.degree","no","cellular","aug","wed",1,"yes"
30,"admin.","single","university.degree","no","cellular","aug","wed",1,"yes"
18,"student","single","unknown","yes","telephone","aug","wed",1,"no"
44,"services","divorced","basic.6y","no","cellular","aug","wed",3,"yes"
30,"blue-collar","single","professional.course","no","cellular","aug","wed",1,"yes"
46,"admin.","single","high.school","no","cellular","aug","thu",2,"no"
41,"admin.","divorced","high.school","yes","cellular","aug","thu",2,"yes"
46,"admin.","single","high.school","no","cellular","aug","thu",2,"no"
26,"unemployed","single","university.degree","no","cellular","aug","thu",3,"yes"
46,"technician","married","professional.course","no","cellular","aug","thu",1,"yes"
26,"unemployed","single","university.degree","no","cellular","aug","thu",1,"yes"
48,"admin.","divorced","university.degree","no","cellular","aug","thu",1,"yes"
71,"blue-collar","divorced","basic.4y","no","cellular","aug","thu",1,"no"
41,"admin.","divorced","high.school","unknown","cellular","aug","thu",1,"yes"
48,"admin.","divorced","university.degree","no","cellular","aug","thu",3,"yes"
44,"admin.","single","university.degree","no","cellular","aug","thu",1,"no"
27,"technician","single","university.degree","no","cellular","aug","thu",3,"no"
47,"admin.","married","high.school","no","cellular","aug","thu",2,"yes"
31,"student","single","unknown","no","cellular","aug","thu",2,"yes"
77,"retired","married","basic.4y","no","cellular","aug","thu",1,"yes"
31,"student","single","unknown","no","cellular","aug","thu",2,"yes"
41,"entrepreneur","married","university.degree","no","cellular","aug","thu",1,"yes"
30,"student","single","high.school","no","cellular","aug","thu",1,"no"
41,"entrepreneur","married","university.degree","no","cellular","aug","thu",1,"yes"
71,"retired","married","university.degree","no","cellular","aug","thu",1,"no"
37,"management","married","high.school","no","cellular","aug","thu",1,"yes"
46,"technician","married","professional.course","no","cellular","aug","thu",2,"yes"
63,"retired","married","basic.4y","no","cellular","aug","thu",1,"no"
41,"admin.","divorced","high.school","yes","cellular","aug","thu",3,"no"
25,"admin.","single","university.degree","no","cellular","aug","thu",1,"yes"
45,"admin.","married","university.degree","no","cellular","aug","thu",1,"yes"
60,"housemaid","married","basic.4y","no","cellular","aug","fri",4,"no"
59,"retired","married","professional.course","no","cellular","aug","fri",2,"yes"
72,"housemaid","married","basic.6y","no","cellular","aug","fri",1,"no"
32,"entrepreneur","single","professional.course","no","telephone","aug","fri",1,"no"
41,"admin.","divorced","high.school","no","cellular","aug","fri",2,"yes"
27,"admin.","single","university.degree","no","cellular","aug","fri",2,"yes"
59,"retired","married","professional.course","no","cellular","aug","fri",3,"yes"
41,"admin.","divorced","high.school","no","cellular","aug","fri",1,"yes"
41,"admin.","divorced","high.school","no","cellular","aug","fri",1,"yes"
77,"management","married","unknown","no","cellular","aug","fri",1,"yes"
41,"technician","divorced","university.degree","no","cellular","aug","fri",1,"no"
41,"technician","divorced","university.degree","no","cellular","aug","fri",2,"yes"
27,"admin.","single","university.degree","no","cellular","aug","fri",2,"yes"
24,"admin.","single","university.degree","yes","cellular","aug","fri",5,"no"
24,"admin.","single","university.degree","no","cellular","aug","fri",1,"yes"
64,"retired","married","basic.4y","unknown","telephone","aug","fri",3,"yes"
64,"unknown","married","unknown","no","telephone","aug","fri",4,"yes"
30,"technician","single","professional.course","no","telephone","aug","mon",1,"no"
30,"self-employed","single","university.degree","unknown","cellular","aug","mon",2,"no"
26,"services","single","high.school","no","telephone","aug","mon",1,"no"
30,"self-employed","single","university.degree","no","cellular","aug","mon",2,"no"
26,"admin.","single","university.degree","no","telephone","aug","mon",5,"no"
47,"management","married","university.degree","no","cellular","aug","mon",3,"yes"
35,"unemployed","married","high.school","no","cellular","aug","mon",1,"yes"
47,"management","married","university.degree","no","cellular","aug","mon",2,"yes"
73,"retired","divorced","basic.4y","no","telephone","aug","mon",1,"no"
56,"blue-collar","divorced","basic.4y","no","telephone","aug","mon",1,"no"
29,"services","single","university.degree","no","cellular","aug","mon",1,"yes"
58,"technician","married","basic.9y","no","cellular","aug","mon",1,"yes"
26,"admin.","single","university.degree","no","telephone","aug","mon",1,"yes"
26,"admin.","single","university.degree","no","cellular","aug","mon",1,"yes"
53,"management","married","university.degree","no","telephone","aug","tue",1,"yes"
55,"housemaid","single","university.degree","no","telephone","aug","tue",1,"no"
73,"retired","divorced","basic.4y","no","cellular","aug","tue",2,"no"
55,"admin.","divorced","high.school","no","cellular","aug","tue",1,"yes"
25,"unemployed","single","high.school","no","cellular","aug","tue",1,"no"
58,"management","married","university.degree","no","cellular","aug","tue",1,"yes"
34,"blue-collar","married","basic.9y","yes","cellular","aug","tue",1,"yes"
92,"retired","married","unknown","yes","cellular","aug","tue",1,"yes"
19,"student","single","unknown","no","cellular","aug","tue",1,"no"
50,"admin.","single","university.degree","no","cellular","aug","tue",1,"yes"
22,"technician","single","professional.course","no","cellular","aug","tue",1,"no"
65,"retired","married","professional.course","no","cellular","aug","tue",1,"yes"
34,"admin.","single","high.school","no","cellular","aug","tue",2,"no"
37,"management","married","university.degree","yes","telephone","aug","tue",2,"yes"
31,"admin.","married","university.degree","no","cellular","aug","tue",1,"yes"
70,"retired","married","basic.4y","no","cellular","aug","tue",3,"yes"
25,"technician","single","university.degree","no","telephone","aug","tue",1,"no"
31,"admin.","married","university.degree","no","cellular","aug","tue",2,"yes"
55,"admin.","divorced","high.school","no","cellular","aug","tue",2,"yes"
65,"retired","married","professional.course","no","cellular","aug","tue",2,"no"
43,"technician","married","high.school","no","cellular","aug","wed",1,"yes"
31,"services","single","high.school","no","telephone","aug","wed",1,"no"
61,"admin.","married","university.degree","yes","telephone","aug","wed",1,"yes"
26,"student","single","high.school","no","cellular","aug","wed",1,"yes"
51,"blue-collar","married","basic.9y","no","cellular","aug","wed",1,"yes"
77,"retired","married","unknown","no","cellular","aug","wed",8,"no"
92,"retired","married","unknown","yes","cellular","aug","wed",1,"yes"
75,"retired","married","basic.4y","no","cellular","aug","wed",2,"yes"
59,"admin.","married","university.degree","no","cellular","aug","wed",3,"no"
35,"admin.","married","university.degree","no","cellular","aug","wed",2,"yes"
66,"admin.","divorced","university.degree","no","cellular","aug","wed",3,"yes"
35,"admin.","married","university.degree","yes","cellular","aug","thu",1,"yes"
41,"admin.","married","university.degree","no","telephone","aug","thu",1,"yes"
42,"technician","married","professional.course","no","cellular","aug","thu",1,"yes"
71,"admin.","married","basic.4y","no","cellular","aug","thu",1,"no"
67,"housemaid","divorced","professional.course","no","cellular","aug","thu",1,"yes"
60,"blue-collar","married","basic.4y","no","cellular","aug","thu",1,"no"
52,"management","married","university.degree","no","cellular","aug","thu",3,"yes"
70,"technician","married","unknown","no","cellular","aug","thu",1,"yes"
33,"admin.","married","university.degree","no","cellular","aug","thu",1,"yes"
51,"technician","married","professional.course","no","cellular","aug","thu",3,"yes"
76,"retired","married","university.degree","no","cellular","aug","thu",2,"yes"
27,"admin.","married","university.degree","no","cellular","aug","thu",3,"yes"
60,"blue-collar","married","basic.4y","no","cellular","aug","thu",2,"no"
33,"admin.","married","university.degree","no","cellular","aug","thu",1,"yes"
76,"retired","married","university.degree","no","cellular","aug","thu",1,"no"
30,"admin.","single","high.school","no","telephone","aug","thu",1,"no"
33,"management","married","university.degree","no","telephone","aug","thu",1,"yes"
52,"management","married","university.degree","unknown","cellular","aug","thu",2,"no"
42,"blue-collar","married","basic.9y","no","cellular","aug","fri",1,"yes"
25,"student","single","high.school","yes","telephone","aug","fri",1,"yes"
48,"self-employed","divorced","university.degree","no","cellular","aug","fri",4,"yes"
38,"entrepreneur","married","university.degree","no","cellular","aug","fri",1,"yes"
39,"services","single","high.school","no","cellular","aug","fri",6,"yes"
40,"management","divorced","university.degree","no","cellular","aug","fri",1,"no"
36,"services","single","university.degree","no","cellular","aug","fri",6,"yes"
30,"admin.","single","university.degree","no","cellular","aug","fri",6,"yes"
32,"admin.","married","university.degree","no","telephone","aug","fri",1,"yes"
48,"self-employed","divorced","university.degree","no","cellular","aug","fri",1,"no"
28,"admin.","married","university.degree","no","cellular","aug","fri",4,"yes"
39,"blue-collar","single","basic.4y","yes","telephone","aug","fri",1,"no"
42,"technician","married","university.degree","no","cellular","aug","fri",3,"yes"
35,"management","married","university.degree","no","telephone","aug","fri",1,"yes"
31,"admin.","married","professional.course","no","cellular","aug","mon",2,"yes"
60,"retired","married","basic.4y","no","cellular","aug","mon",2,"no"
34,"technician","single","basic.9y","no","cellular","aug","mon",3,"no"
31,"admin.","single","university.degree","no","cellular","aug","mon",3,"yes"
34,"technician","single","basic.9y","no","cellular","aug","mon",3,"yes"
45,"technician","married","university.degree","no","cellular","aug","mon",2,"yes"
34,"technician","single","basic.9y","no","cellular","aug","mon",2,"no"
44,"retired","single","high.school","no","cellular","aug","mon",4,"yes"
33,"student","married","professional.course","no","cellular","aug","mon",3,"yes"
45,"admin.","divorced","basic.9y","yes","telephone","aug","tue",1,"no"
34,"entrepreneur","married","professional.course","no","telephone","aug","tue",1,"yes"
58,"self-employed","married","university.degree","no","cellular","aug","tue",4,"yes"
26,"student","single","high.school","no","cellular","aug","wed",3,"no"
54,"management","married","high.school","no","cellular","aug","wed",3,"no"
36,"admin.","married","university.degree","no","cellular","aug","wed",7,"no"
40,"admin.","married","high.school","no","telephone","aug","thu",6,"no"
39,"admin.","single","university.degree","yes","telephone","aug","fri",1,"no"
33,"admin.","divorced","high.school","no","telephone","aug","fri",1,"no"
34,"admin.","single","high.school","unknown","telephone","aug","fri",1,"no"
29,"services","single","university.degree","no","telephone","aug","fri",1,"no"
49,"admin.","married","university.degree","no","telephone","aug","fri",1,"yes"
45,"self-employed","divorced","professional.course","no","telephone","aug","mon",1,"no"
30,"admin.","single","professional.course","no","telephone","aug","mon",1,"no"
72,"retired","divorced","university.degree","no","cellular","aug","mon",16,"no"
26,"blue-collar","married","professional.course","unknown","telephone","aug","tue",1,"yes"
33,"unemployed","single","basic.9y","no","telephone","aug","tue",1,"no"
22,"student","single","basic.9y","no","telephone","aug","tue",1,"no"
28,"student","single","university.degree","no","telephone","aug","wed",1,"no"
30,"technician","married","professional.course","no","telephone","aug","wed",1,"yes"
35,"entrepreneur","married","basic.9y","no","telephone","aug","wed",1,"yes"
58,"blue-collar","married","high.school","no","telephone","aug","fri",1,"no"
27,"admin.","single","high.school","no","telephone","aug","fri",1,"no"
49,"management","divorced","university.degree","no","telephone","aug","mon",1,"no"
21,"services","single","unknown","no","telephone","aug","mon",1,"no"
27,"admin.","married","high.school","no","telephone","aug","mon",1,"yes"
30,"admin.","single","university.degree","no","cellular","aug","tue",1,"no"
30,"admin.","single","university.degree","no","cellular","aug","tue",1,"yes"
19,"student","single","high.school","unknown","cellular","aug","tue",1,"yes"
